Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","706","Somalia","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","22.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","63.2","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","61.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","63.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","61.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","63.2","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","61.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","63.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","61.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","63.2","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","61.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","63.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","61.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","64.7","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","87.3","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","86","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","88.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","88.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","86.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","89.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","87.3","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","86","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","88.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","88.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","86.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","89.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","87.3","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","86","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","88.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","88.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","86.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","728","South Sudan","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","89.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","24.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","800","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","11.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","800","Uganda","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","10.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","17.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","16.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","18.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","14.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","14.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","15.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","17.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","16.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","18.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","14.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","13.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","15.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","17.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","16.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","18.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","15.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","14.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","16","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","59.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","57.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","61.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","54.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","53.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","56.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","59.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","57.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","61.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","54.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","52.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","56","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","59.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","57.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","60.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","54.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","53.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","800","Uganda","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","56.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","21.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","20.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","13.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20222024","2022-2024","million No","13.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","25.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","23.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","27.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","24.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","22.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","26.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","25.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","23.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","27.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","24.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","22.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","26.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","25.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","23.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","26.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","24.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","22.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","25.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","58.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","56","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","60.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","58","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","55.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","60.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","834","United Republic of Tanzania","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","58.3","E","Estimated value","Official estimate integrated with FAO data"
